Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belgium,BEL,2000,23.3333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belgium,BEL,1999,23.3333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belgium,BEL,1998,12.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belgium,BEL,1997,12.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2022,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2021,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2020,9.67741935483871,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2019,9.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2018,9.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2017,9.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2016,3.125,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2015,3.125,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2014,3.125,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2013,3.125,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2012,3.125,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2011,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2010,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2009,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2008,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2007,3.33333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2006,6.66666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2005,6.66666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2004,6.66666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2003,3.33333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2002,6.89655172413793,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2001,6.89655172413793,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,2000,6.89655172413793,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,1999,6.89655172413793,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,1998,3.44827586206897,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Belize,BLZ,1997,3.44827586206897,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2022,7.40740740740741,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2021,8.43373493975904,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2020,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2019,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2018,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2017,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2016,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2015,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2014,8.43373493975904,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2013,8.43373493975904,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2012,8.43373493975904,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2011,8.43373493975904,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2010,10.8433734939759,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2009,10.8433734939759,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2008,10.8433734939759,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2007,10.8433734939759,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2006,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2005,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2004,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2003,6.02409638554217,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2002,6.02409638554217,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2001,6.02409638554217,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,2000,6.02409638554217,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,1999,6.02409638554217,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,1998,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Benin,BEN,1997,7.2289156626506,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2022,17.3913043478261,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2021,17.0212765957447,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2020,14.8936170212766,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2019,14.8936170212766,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2018,14.8936170212766,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2017,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2016,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2015,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2014,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2013,6.38297872340426,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2012,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2011,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2010,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2009,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2008,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2007,2.66666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2006,2.66666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2005,9.33333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2004,9.21052631578947,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2003,9.33333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2002,9.33333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2001,9.33333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,2000,9.33333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,1999,2,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,1998,2,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bhutan,BTN,1997,2,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2022,46.1538461538462,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2021,46.1538461538462,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2020,46.1538461538462,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2019,53.0769230769231,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2018,53.0769230769231,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2017,53.0769230769231,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2016,53.0769230769231,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2015,53.0769230769231,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2014,53.0769230769231,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2013,25.3846153846154,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2012,25.3846153846154,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2011,25.3846153846154,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2010,25.3846153846154,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2009,22.3076923076923,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2008,16.9230769230769,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2007,16.9230769230769,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2006,16.9230769230769,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2005,16.9230769230769,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2004,19.2307692307692,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2003,18.4615384615385,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2002,18.4615384615385,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2001,11.5384615384615,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,2000,11.5384615384615,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bolivia,BOL,1999,11.5384615384615,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2022,16.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2021,26.1904761904762,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2020,26.1904761904762,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2019,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2018,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2017,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2016,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2015,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2014,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2013,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2012,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2011,21.4285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2010,16.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2009,19.047619047619,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2008,11.9047619047619,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2007,11.9047619047619,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2006,14.2857142857143,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2005,16.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2004,16.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2003,16.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bosnia and Herzegovina,BIH,2001,7.14285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2022,11.1111111111111,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2021,10.7692307692308,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2020,10.7692307692308,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2019,10.7692307692308,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2018,9.52380952380952,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2017,9.52380952380952,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2016,9.52380952380952,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2015,9.52380952380952,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2014,9.52380952380952,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2013,7.93650793650794,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2012,7.93650793650794,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2011,7.93650793650794,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2010,7.93650793650794,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2009,7.93650793650794,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2008,11.1111111111111,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2007,11.1111111111111,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2006,11.1111111111111,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2005,11.1111111111111,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2004,11.1111111111111,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2003,17.0212765957447,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2002,17.0212765957447,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2001,17.0212765957447,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,2000,17.0212765957447,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,1998,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Botswana,BWA,1997,8.51063829787234,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2022,17.7387914230019,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2021,15.2046783625731,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2020,14.6198830409357,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2019,15.009746588694,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2018,15.009746588694,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2017,10.7212475633528,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2016,9.94152046783626,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2015,9.94152046783626,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2014,9.94152046783626,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2013,8.57699805068226,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2012,8.57699805068226,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2011,8.57699805068226,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2010,8.57699805068226,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2009,8.7719298245614,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2008,8.96686159844054,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2007,8.96686159844054,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2006,8.7719298245614,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2005,8.57699805068226,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2004,8.57699805068226,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2003,8.57699805068226,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2002,6.23781676413255,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2001,6.82261208576998,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,2000,5.65302144249513,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,1999,5.65302144249513,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,1998,6.62768031189084,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brazil,BRA,1997,6.62768031189084,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brunei Darussalam,BRN,2022,9.09090909090909,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brunei Darussalam,BRN,2021,9.09090909090909,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brunei Darussalam,BRN,2020,9.09090909090909,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brunei Darussalam,BRN,2019,9.09090909090909,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brunei Darussalam,BRN,2018,9.09090909090909,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brunei Darussalam,BRN,2017,9.09090909090909,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Brunei Darussalam,BRN,2016,6.45161290322581,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2022,24.1666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2021,23.75,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2020,26.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2019,25.8333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2018,23.75,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2017,23.75,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2016,20.4166666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2015,20.4166666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2014,20,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2013,24.5833333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2012,22.9166666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2011,20.8333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2010,20.8333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2009,20.8333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2008,21.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2007,21.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2006,22.0833333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2005,22.0833333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2004,26.25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2003,26.25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2002,26.25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2001,26.25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,2000,10.8333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,1999,10.8333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,1998,10.8333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,1997,10.8333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2022,16.9014084507042,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2021,6.2992125984252,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2020,6.2992125984252,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2019,13.3858267716535,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2018,11.0236220472441,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2017,11.0236220472441,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2016,9.44881889763779,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2015,9.44881889763779,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2013,15.748031496063,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2012,15.748031496063,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2011,15.3153153153153,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2010,15.3153153153153,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2009,15.3153153153153,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2008,15.3153153153153,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2007,15.3153153153153,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2006,11.7117117117117,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2005,11.7117117117117,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2004,11.7117117117117,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2003,11.7117117117117,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2002,11.7117117117117,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2001,8.10810810810811,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,2000,8.10810810810811,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,1999,8.10810810810811,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,1998,8.10810810810811,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burkina Faso,BFA,1997,9.00900900900901,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2022,38.2113821138211,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2021,38.2113821138211,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2020,38.2113821138211,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2019,36.3636363636364,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2018,36.3636363636364,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2017,36.3636363636364,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2016,36.3636363636364,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2015,36.3636363636364,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2014,30.4761904761905,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2013,30.4761904761905,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2012,30.4761904761905,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2011,30.4761904761905,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Burundi,BDI,2010,32.0754716981132,
